,id,x_px,y_px,z_px,visibility,x,y,z
0,0,147,32,588,0.9999065399169922,0.3542168674698795,0.030217186024551465,0.31427044361304113
7,7,200,0,833,0.9999312162399292,0.4819277108433735,0.0,0.4452164617851416
8,8,130,17,951,0.9997988343238831,0.3132530120481928,0.016052880075542966,0.5082843399251737
11,11,318,121,969,0.9999696016311646,0.7662650602409639,0.11425873465533522,0.5179048637092464
12,12,114,162,1199,0.9998549222946167,0.2746987951807229,0.1529745042492918,0.640833778727953
13,13,415,279,691,0.9877696633338928,1.0,0.26345609065155806,0.3693212185996793
14,14,69,335,994,0.6726018786430359,0.16626506024096385,0.31633616619452315,0.5312667022982362
15,15,343,191,148,0.9960352778434753,0.8265060240963855,0.18035882908404155,0.07910208444681988
16,16,18,234,400,0.9823892712593079,0.043373493975903614,0.22096317280453256,0.21378941742383753
19,19,318,148,0,0.9951348900794983,0.7662650602409639,0.1397544853635505,0.0
20,20,10,177,248,0.9883834719657898,0.024096385542168676,0.1671388101983003,0.13254943880277925
23,23,264,498,1122,0.9999368190765381,0.636144578313253,0.4702549575070821,0.5996793158738642
24,24,145,494,1306,0.999915361404419,0.3493975903614458,0.4664778092540132,0.6980224478888295
25,25,297,744,1136,0.9795489311218262,0.7156626506024096,0.7025495750708215,0.6071619454836985
26,26,180,735,1455,0.8975276947021484,0.43373493975903615,0.6940509915014165,0.777659005879209
27,27,328,967,1514,0.9912448525428772,0.7903614457831325,0.9131255901794145,0.809192944949225
28,28,209,947,1845,0.9772673845291138,0.5036144578313253,0.8942398489140698,0.9861036878674505
31,31,317,1059,1220,0.9906154870986938,0.763855421686747,1.0,0.6520577231427044
32,32,119,1016,1612,0.9765931367874146,0.28674698795180725,0.959395656279509,0.8615713522180652
